Tetun (tdt),Mambai (mgm),English (eng),source
biin,kakan,sister (older),english-mambae-tetun(updated 2014-09-21)
tun,du,slide,english-mambae-tetun(updated 2014-09-21)
eskada,eskada,step,english-mambae-tetun(updated 2014-09-21)
nehan,nipan,teeth,english-mambae-tetun(updated 2014-09-21)
tuda,blai,throw,english-mambae-tetun(updated 2014-09-21)
brinkedu,san dlai,toy (teddy or doll),english-mambae-tetun(updated 2014-09-21)
lao,man,walk,english-mambae-tetun(updated 2014-09-21)
didin,ligolon,wall,english-mambae-tetun(updated 2014-09-21)
fase,has,wash,english-mambae-tetun(updated 2014-09-21)
bee,era,water,english-mambae-tetun(updated 2014-09-21)
ami,am,"we/us [in Tetun, excluding you]",english-mambae-tetun(updated 2014-09-21)
sba,bisibisi,whisper,english-mambae-tetun(updated 2014-09-21)
janela,janelan,window,english-mambae-tetun(updated 2014-09-21)
hakerek,ker,write,english-mambae-tetun(updated 2014-09-21)
,Bondia.,Good morning.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Botarde.,Good afternoon.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Bonoite.,Good night.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kode ne bakode?,How are you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kode kek.,"Well, thanks.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It sul menbae, kode?",And how are you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Adeus.,Goodbye.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ate amanán.,See you tomorrow.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra kode!,That's good!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Parabeins!,Congratulations!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kode hur-hur!,Get well soon!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id.,Please.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan tou sul ra.,Thank you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sam rae pun tama.,Thank you very much.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei.,Don't mention it.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Konlisensa.,There is/are.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tug deskulpa.,There isn't/are not,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O leb pun favor id?,Is it all right?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au leb tio?,May I go?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor né ma au/am ...,Please give me/us ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ôd mêt au/am ...,Please also bring me/us ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ajuda au.,Please help me!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor hur-hur.,Please hurry!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra importante.,It's important.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra urjente.,It's urgent.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba leb.,I can't.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb mendai?,Is it possible?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ba leb mendá.,It's not possible.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sente kole dlo.,I'm (very) tired.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au beli.,I'm hungry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au mro.,I'm thirsty.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras mededa klao.,I am (very) sick.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ôd bal au tio doutór.,Take me to a doctor.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,ôd au tio ospitál.,Take me to a hospital.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Herbae ...?,Where is the ...?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pe rai.,Here you are.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba tad.,I don't know.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba komprende kid.,I don't understand.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tad ne tais?,Do you understand?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tad sapid pe au tou?,Do you see what I mean?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan hanoin niri.,Don't worry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Id-rai au boi.,I don't want this.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba gosta rai.,I don't like this.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gio ne?,Do you want it (some)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tabár me au ...,Show me ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Mendai (mendá).,Like this (in this way).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ma nei rai!,Come here!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sai ôs rai!,Go away!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Gnan minutu kid lia!,Just a minute!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id tabae ma.,Please come in.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au os ba nei.,I have no money.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au osa ba dai.,I don't have enough money.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan dlai au!,Don't bother me!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Para balikan tiru!,Stop! Don't shoot!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au glae kek...id.,I'm looking for a ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au la hah poh'sia ma.,I will call the police.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Amupadre herbae?,Where is the priest?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Deskulpa: au ba plig It.,Excuse me: I didn't hear you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id leb tou hat id loi?,"Would you repeat that, please?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Menbae men It leb hah rai (ra) nei mambae?,What do you call this (that) in Mambai?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Artúb seri gase ingles (portugés, indonézia) nei rai?",Is there anyone here who speaks English? (Portuguese? Indonesian?),Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tradús bal rai ma au?,Can you translate this for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb durubasa (interpreta)?,Will you please interpret?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id tabár kek ma au . Fraze rai nei livru.,Please point to the word (The phrase) in this book.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Gnan bal katkene: Au glae fraze nei livru.,"Just a minute, I'll look for the word in the book.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It hei kana ma ôs bae?,Where have you arrived from?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei kana ma ôs Darwin.,I have arrived from Darwin.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ma tel nei Timor sôp ma ôs Bali (Jakarta).,I've come to East Timor via Bali (Jakarta).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au artúb ôs Australia (Novazelándia, Amérika).","I am an Australian (New Zealand, American) citizen.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It hela nei Timor rat arpfl?,How long are you planning to stay in East Timor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hela nei gia rat lelbán limnaitelu.,I am staying here for eight days.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hela nei Dili lia.,| will be staying in Dili only.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Am pun planu hana lao foho, rat Suai.","We intend to travel into the country, as far as Suai.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ma hur-hur lia.,I am just passing through.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Gin bal It pasaporte.,Show me your passport.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kaben ni pasaporte herbae?,Where is your wife's passport?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ana pasaporte ba nei.,My child doesn't have a passport.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá ma uza au pasaporte.,He's travelling on my passport.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Billete au rai vale rat hulai têl.,My ticket is valid for three months.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ma Timor dês negósiu.,I have come to East Timor on business.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ma Timor men turista.,I have come to East Timor as a tourist.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ma Timor dês au hana ma vizita familia.,I have come to East Timor to,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It jornalista ka?,Are you a journalist?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Tais id, au balós jornalista.","No, I am not a journalist.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Dio, au jornalista.","Yes, I am a journalist.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Menbae men au ba lao?,Why am I being delayed?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kolega ga seri gnan kek her hoh.,I have friends waiting for me outside.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id telefone lao Senór X nor númeru kid-rai.,Please call Mr. X. on this number.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au glae kek Senór X mais urá ba nei rai.,I am looking for Mr X. but he is not here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sao kid lako tel.,I have lost my friend.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb hah urá?,Can you please page him/her?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Aviaun ba lao oras rai.,The flight has been delayed.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Oras heu arpil men lao?,What is the new departure time.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpfl men aviaun selu lao Kupan?,When is the next flight to Kupang?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Aviaun hana lao Bali luh ôs bae?,From where does the flight to Bali leave?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Aviaun lao tel sôp ne hei?,Has the plane left yet?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei nam id ôd deklara?,Do you have anything to declare?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ba nei nam id.,Nothing at all.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au nei sigarru masu kid.,I have some packets of cigarettes.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au nei nau brusi botir rua.,I have two bottles of spirits.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au nei mina-morin botir loba kid.,I have a small bottle of perfume.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke sêl impostu nei rai?,Must I pay customs duty on this?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke sêl rom?,How much must I pay?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It lae bal pasta kid-rai.,Please open this bag.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sapid pe nei pasta ra ni lala?,What's in this bag?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai Ita ka?,Does this belong to you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra ma au uza rasik.,It is for my personal use.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It al nam gia nei bae?,Where did you get these things?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au al nei Bali.,I bought them in Bali.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam gia prezente lao familia sêrgá.,These things are gifts for friends.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Rai surat id lao Senór X, ôs urá-ni sao nei Austrália.",This is a letter for Mr. X from his relative (friend) in Australia,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei loi bagajen (naha) seri ka?,Do you have any other luggage?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Taisid, rai lia.","No, this is all I have brought.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,4 . Naha au ga herbae?,Where is my luggage?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Naha au ga ba rat hei.,My luggage has not arrived.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam id ôs au naha-ga lako tel.,One piece of my luggage is missing.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tolo naha pil? Au nei rua.,How many pieces of luggage did you have?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Mala tu kid nor pasta loba kid.,I had two pieces: a big suitcase and a small bag.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id glae bal porteiru kid artúb ôd naha.,Please find me a porter.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai au.,This is mine.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Laulará mêt au.,Those are also mine.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pasta nei larán.,The bag is over there.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Mala rai mededa klao.,This suitcase is very heavy.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kuidadu nor pasta ra.,Be careful with this bag.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hua bal au naha ga tul lao taksi karreta her ran.,Take my luggage to the taxi (that car over there).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id It ôd bal au naha ga lao hoh.,Please carry my luggage outside for me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ma ôs rai.,"This way, please.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It tom au.,Please follow me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Laularán.,It's over there.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba tad au lao dlo bae.,I don't know where to go.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id It Ie hah bal taksi ôd au tio otél.,Please call a taxi to take me to my hotel.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak lao Otél X.,I want to go to the X.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ôd bal au tio diresaun id rai (hati kid-rai).,Hotel . Please drive me to this address (to this place).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favor id ôd bal au tio banku (tio polisia, tio universidade, tio Kámara Ekleziástika, tio Ambispu ni um).","Please drive me to a bank (to the police station, university Diocesan Office, Bishop's house).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id gnan artúb seri hana tio nor it.,Please wait: there is another passenger going with us.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id lao hua bal naha kid-ran.,Will you please go and get that luggage?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am put sêl rom nei karreta?,How much is the fare (for all of us)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei metru nei taksi Ita ta?,Do you have a meter in your taxi?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,it tenke gio taksi ta ni folin.,We must agree now on the price.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra karu klao . Au sêl It rupia ...,That is too much: I will pay you...rupiah.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ansi dlo.,I am in a hurry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke hur-hur . Hur-hur: Au tarde sôp.,Please hurry: I am (very) late.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór It hur-hur . Au sente moras.,Please hurry: I am (he is) feeling sick.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan hur-hur (ansi).,There's no need to hurry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Salolo kid tio otél ta, ôd am pasiar ana ha volta Dili.",Please take us on a short tour of Dili on the way to the hotel.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb tou bal am hati kid ran gala sapid?,Can you tell us what that place is?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kondutór kode.,You are a good driver.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb ma ada ôd am pasiar tio hati selu?,Will you come to the hotel tomorrow to take us somewhere?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tuk pil men au leb ma?,What time will I come?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id It ma tuk limnaipata busloi.,Please come at nine o'clock in the morning.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb ubu-pil lao Ermera nor It?,How many people are going with you to Ermera?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
